x1,x2
0.01,0.0023850457928063415
0.025050505050505052,0.008581045052833636
0.0401010101010101,0.023242747343816508
0.05515151515151515,0.043123717371478666
0.07020202020202021,0.0711549076500741
0.08525252525252526,0.12471846589823668
0.10030303030303031,0.15607106231821752
0.11535353535353535,0.15040370986886475
0.1304040404040404,0.18376834687825053
0.14545454545454545,0.30408738817098757
0.1605050505050505,0.24421175000858794
0.17555555555555555,0.29456218003188656
0.1906060606060606,0.32210035228211115
0.20565656565656568,0.37316008867287587
0.22070707070707068,0.3608686532249362
0.23575757575757578,0.41685159100355634
0.2508080808080808,0.4405487858981327
0.26585858585858585,0.4431327836199851
0.2809090909090909,0.4818883730674498
0.2959595959595959,0.5077178227617675
0.311010101010101,0.4853584421074587
0.32606060606060605,0.459009851041405
0.3411111111111111,0.4744000276215776
0.3561616161616162,0.4919104961161015
0.3712121212121212,0.4963322748576611
0.38626262626262625,0.5114488656996276
0.40131313131313134,0.537619448105447
0.4163636363636363,0.5466808932846365
0.43141414141414136,0.5336900007191571
0.44646464646464645,0.5234307597627867
0.46151515151515154,0.5298277241363276
0.4765656565656566,0.5391271724221008
0.4916161616161616,0.5161801097166356
0.5066666666666667,0.5039466292175911
0.5217171717171717,0.48430053356024444
0.5367676767676768,0.48644964443095995
0.5518181818181818,0.5112335075134901
0.566868686868687,0.5280014300643817
0.5819191919191918,0.4792374427483125
0.5969696969696969,0.4443670673056387
0.612020202020202,0.4620328787504322
0.6270707070707071,0.4693379412095561
0.6421212121212121,0.46409442638057047
0.6571717171717173,0.44034349639250203
0.6722222222222222,0.41385581769813234
0.6872727272727273,0.4064805993274672
0.7023232323232323,0.42005309206873054
0.7173737373737374,0.42031029219733906
0.7324242424242424,0.4079067388681163
0.7474747474747475,0.4017980758431232
0.7625252525252525,0.3850350613759022
0.7775757575757576,0.37275664370068073
0.7926262626262627,0.38229455558246994
0.8076767676767677,0.37102956180721003
0.8227272727272726,0.36910228492306574
0.8377777777777778,0.35784718535116755
0.8528282828282827,0.3559377179448268
0.867878787878788,0.34908341138896976
0.8829292929292929,0.35936958401233693
0.8979797979797979,0.353865583819206
0.9130303030303031,0.33655051743863257
0.9280808080808081,0.3339992428505639
0.9431313131313132,0.3244916198475062
0.9581818181818182,0.28922772544685127
0.9732323232323232,0.29192212388321703
0.9882828282828283,0.2822132963854316
1.0033333333333334,0.279716495433196
1.0183838383838384,0.28953462582079176
1.0334343434343434,0.29183377266257965
1.0484848484848484,0.28295026427421177
1.0635353535353536,0.27571580663221323
1.0785858585858585,0.2613359292541665
1.0936363636363635,0.24742741941966612
1.1086868686868685,0.24845408673920072
1.123737373737374,0.24374677645966497
1.1387878787878787,0.24137061068964102
1.1538383838383837,0.24600646492327974
1.1688888888888889,0.24740983544644685
1.1839393939393938,0.24220485760159152
1.198989898989899,0.23262915635116288
1.214040404040404,0.21745199674280707
1.229090909090909,0.21203738818247272
1.2441414141414142,0.21543086285146643
1.2591919191919192,0.21688206376136132
1.2742424242424242,0.21716002597727938
1.2892929292929292,0.22247874706292053
1.3043434343434346,0.23039706556551237
1.3193939393939393,0.22878425329318142
1.3344444444444443,0.22839606260535125
1.3494949494949495,0.21269354720446318
1.3645454545454545,0.19542650522835184
1.3795959595959597,0.19179683173982795
1.3946464646464647,0.19115403806227688
1.4096969696969697,0.18733442759621596
1.4247474747474749,0.18722685180503712
1.4397979797979799,0.1825765240254449
1.4548484848484848,0.17930980453697115
1.4698989898989898,0.18297357188787794
1.484949494949495,0.19389637695089126
1.5,0.19656485517953853
